,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD
1042,1043,2017-02-28,Blackbuck,Logistics,Online freight aggregator,Bengaluru,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,70000000.0
1043,1044,2017-01-02,TaxSutra,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,366000.0
1044,1045,2017-01-03,TempoGo,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding,825000.0
1045,1046,2017-01-03,GoFynd,eCommerce,Fashion ecommerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,
1046,1047,2017-01-03,Vow Car Clinic,Consumer Internet,Online/App Based Car cleaning service provider,NCR,Vishal Malik,Seed Funding,
1047,1048,2017-01-04,LearnTron,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,Seed Funding,
1048,1049,2017-01-05,MobiDent,Consumer Internet,Dentist Appointments booking platform,Bengaluru,DanGold Investment Corp,Private Equity,
1049,1050,2017-01-05,Yostra,Technology,Healthcare Technology Solutions,Bengaluru,"Marico Innovation Foundation (MIF), Villgro",Private Equity,
1050,1051,2017-01-06,Leap India,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,13000000.0
1051,1052,2017-01-07,FreeCharge,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,57000000.0
1052,1053,2017-01-09,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,35000000.0
1053,1054,2017-01-10,Intelligence Node,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,800000.0
1054,1055,2017-01-10,Securens,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,5000000.0
1055,1056,2017-01-10,Loan Frame,Consumer Internet,Small Business Loans Marketplace platform,NCR,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,2250000.0
1056,1057,2017-01-10,DriveSkool,Consumer Internet,online marketplace for driving schools,Bengaluru,Aavya Ventures,Seed Funding,
1057,1058,2017-01-10,Medinfi,Consumer Internet,Doctor & Clinic Discovery portal,Bengaluru,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,100000.0
1058,1059,2017-01-10,LensKart,eCommerce,Online eyewear retailer,Bengaluru,Ronnie Screwvala,Private Equity,3500000.0
1059,1060,2017-01-11,InstaOffice,Consumer Internet,CoWorking Spaces booking platform,NCR,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed Funding,
1060,1061,2017-01-12,Hansel.io,Consumer Internet,Real-time Mobile App Management Platform,Bengaluru,"IDG Ventures, Endiya Partners",Private Equity,1350000.0
1061,1062,2017-01-12,Square Yards,Consumer Internet,Property Search Aggregator platform,NCR,"Lohia Group, Andre Hoffman",Private Equity,10000000.0
1062,1063,2017-01-13,Roambee,Technology,IoT smart Logistics and Asset Management Company,Mumbai,Deutsche Telekom Strategic Investments & Others,Private Equity,4100000.0
1063,1064,2017-01-13,PaisaWapas,Consumer Internet,Cashback & Coupons platform,Bengaluru,Vividhity Ventures,Seed Funding,
1064,1065,2017-01-13,iService,Consumer Internet,Gadgets Repair & Service Booking platform,Bengaluru,"Blume Ventures, Girish Mathrubootham, Aprameya Radhakrishna",Seed Funding,440000.0
1065,1066,2017-01-14,Unacademy,Consumer Internet,Online learning platform,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,4500000.0
1066,1067,2017-01-14,SecururAX,Technology,Cloud-based solutions provider,Bengaluru,"Axilor Ventures, Parampara Early Stage Opportunities Fund & Others",Private Equity,
1067,1068,2017-01-16,Leadburg,Consumer Internet,Personality Development Mobile App,Bengaluru,"Harsh V. Pant, Ratheesh Raveendran",Seed Funding,
1068,1069,2017-01-16,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bengaluru,"Nexus Venture Partners, Innoven Capital",Private Equity,5000000.0
1069,1070,2017-01-16,Oi Media,Technology,SAAS Based Media Marketing platform,NCR,Quarizon,Seed Funding,
1070,1071,2017-01-16,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding,700000.0
1071,1072,2017-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bengaluru,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,800000.0
1072,1073,2017-01-17,TinyStep,Consumer Internet,Parenting Info & Social Network,Bengaluru,Flipkart,Private Equity,2000000.0
1073,1074,2017-01-17,Practo,Consumer Internet,Online Healthcare platform,Bengaluru,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,55000000.0
1074,1075,2017-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,NCR,India Quotient and others,Seed Funding,441000.0
1075,1076,2017-01-17,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,Undisclosed Investors,Seed Funding,500000.0
1076,1077,2017-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,"Ajith Nair, Anish K",Seed Funding,147000.0
1077,1078,2017-01-18,Kratikal,Technology,Cyber Security Solution provider,NCR,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",Seed Funding,
1078,1079,2017-01-18,Direct Create,eCommerce,B2B Marketplace for Handicrafts,NCR,Rajasthan Venture Capital Fund,Seed Funding,
1079,1080,2017-01-18,Vahdam Teas,eCommerce,Online Tea etailer,NCR,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,650000.0
1080,1081,2017-01-18,Qwikspec,Technology,Cloud-based construction,Bengaluru,Undisclosed Investors,Seed Funding,300000.0
1081,1082,2017-01-19,PParke,Consumer Internet,Parking Solutions mobile app,Bengaluru,SB Ventures,Seed Funding,
1082,1083,2017-01-19,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,1000000.0
1083,1084,2017-01-19,Native Special,eCommerce,Indian Sweets & Snacks etailer,Karur,"Indian Angel Network, Native Angels Network",Seed Funding,
1084,1085,2017-01-19,Fitnapp,Consumer Internet,Fitness Mobile App,NCR,SD Group,Private Equity,
1085,1086,2017-01-20,Ethosh,Technology,Visual and Interactive communications Solutions,Pune,Deepak Nathani,Seed Funding,
1086,1087,2017-01-20,Wydr,eCommerce,B2B Wholesale Marketplace in India,NCR,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",Private Equity,
1087,1088,2017-01-20,Tyre Express,Technology,IoT platform for Tyre Performance management & tracking,Mumbai,IvyCamp Ventures,Seed Funding,
1088,1089,2017-01-20,Connaizen,Technology,Data Analytics platform,NCR,Umang Moondra,Seed Funding,
1089,1090,2017-01-22,MessaGif,Consumer Internet,social messaging platform,NCR,Undisclosed Investors,Seed Funding,50000.0
1090,1091,2017-01-23,SmartHi,Technology,Audit automation Solutions,Pune,Singapore based investor,Seed Funding,
1091,1092,2017-01-23,CRON Systems,Technology,Border Intrusion Alert Solutions,NCR,YourNest Fund II,Seed Funding,
1092,1093,2017-01-23,CueMath,Technology,Maths Learning program,NCR,"CapitalG, Sequoia India",Private Equity,15000000.0
1093,1094,2017-01-23,ChipperSage,Technology,Online learning platform,Bengaluru,India Educational Investment Fund,Seed Funding,
1094,1095,2017-01-24,SelectJobs,Consumer Internet,Online Job portal,Mumbai,India Educational Investment Fund,Seed Funding,
1095,1096,2017-01-24,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bengaluru,Indochine International,Private Equity,500000.0
1096,1097,2017-01-24,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,10000000.0
1097,1098,2017-01-24,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bengaluru,"GMO Japan, Neelesh Bhatnagar",Private Equity,4000000.0
1098,1099,2017-01-24,BetaOut,Technology,ECommerce Marketing Software,NCR,East Ventures & Others,Private Equity,
1099,1100,2017-01-25,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"Sharad Sharma, Rajan Anandan,\\xc2\\xa0 Amit Ranjan, Alok Mittal & others",Seed Funding,
1100,1101,2017-01-25,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,4000000.0
1101,1102,2017-01-25,LoyaltyPrime,Technology,Loyalty program management solutions,NCR,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",Private Equity,
1102,1103,2017-01-25,InstaSafe,Technology,Security-as-a-Service solution provider,Bengaluru,ABM Knowledgeware,Private Equity,2200000.0
1103,1104,2017-01-25,Infibeam,eCommerce,eCommerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,8800000.0
1104,1105,2017-01-02,99Games,Technology,Mobile Game Developer Studio,Udupi,Dream Incubator,Seed Funding,
1105,1106,2017-01-26,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,1400000.0
1106,1107,2017-01-26,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed Funding,300000.0
1107,1108,2017-01-26,Kochi Post,Consumer Internet,English Online News portal,Kochi,"Rajesh Yohannan, Puthen & Cole",Seed Funding,
1108,1109,2017-01-30,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,106000.0
1109,1110,2017-01-30,Cloudrino,Technology,Cloud based Virtual Servers,NCR,The Ten Minute Million,Seed Funding,22500.0
1110,1111,2017-01-30,FabX,eCommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding,68000.0
1111,1112,2017-01-30,Maptags,Consumer Internet,Smart Online address tags,Bengaluru,The Ten Minute Million,Seed Funding,18000.0
1112,1113,2017-01-30,YOLO Health,Consumer Internet,Online Healthcare platform,Mumbai,Chandigarh Angels Network (CAN),Seed Funding,
1113,1114,2017-01-31,Heads Up For Tails,eCommerce,Online Pet Products Store,NCR,Undisclosed Investors,Private Equity,2000000.0
1114,1115,2017-01-31,Register My Marriage,Consumer Internet,Online Marriage Registration services,NCR,Mumbai Angels,Seed Funding,
1115,1116,2016-12-01,SidQam,Technology,Healthcare Software System,NCR,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,1200000.0
1116,1117,2016-12-01,India Lends,Consumer Internet,Online Instant personal Loan provider,NCR,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,4000000.0
1117,1118,2016-12-01,Slide App,Consumer Internet,Lock screen Rewards mobile app,NCR,Songhyun Investment,Private Equity,3600000.0
1118,1119,2016-12-02,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,NCR,Undisclosed Investors,Seed Funding,100000.0
1119,1120,2016-12-02,Streo,Consumer Internet,Live Music Streaming App,Bengaluru,"GEMs Advisory, Quarizon",Seed Funding,
1120,1121,2016-12-02,TYGR,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,3000000.0
1121,1122,2016-12-05,Mr Hot Foods,Consumer Internet,Online Food Ordering & Delivery Portal,Indore,IvyCamp Ventures,Seed Funding,
1122,1123,2016-12-05,UrDoorStep,eCommerce,Online Grocery Store,Bengaluru,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,1400000.0
1123,1124,2016-12-05,ONN Bikes,eCommerce,"On-demand, self-drive bike rental platform",Mumbai,Grace Capital Ventures,Seed Funding,
1124,1125,2016-12-06,Diro Labs,Consumer Internet,Mobile Contacts Management app,NCR,Info Edge (India),Seed Funding,147000.0
1125,1126,2016-12-06,THB,Technology,Clinical research and data analytics,NCR,"Ajith Sukumaran, Currae Healthtech Fund",Seed Funding,
1126,1127,2016-12-07,LookAtMe,Consumer Internet,Mobile App based Fashion Network,Singapore,Eros Labs,Seed Funding,
1127,1128,2016-12-07,Netree,eCommerce,Mobile-only Retailers Engagement Solution,NCR,"The Chennai Angels, LetsVenture",Seed Funding,
1128,1129,2016-12-07,BookEventz,Consumer Internet,"Venue, Events Booking platform",Mumbai,Investors from Mumbai Angels & LetsVenture,Seed Funding,
1129,1130,2016-12-07,Tailslife,Consumer Internet,Pet Parenting mobile app,Bengaluru,"Mohan Kumar, V. Balakrishnan",Seed Funding,
1130,1131,2016-12-07,Revv,Consumer Internet,Self-Driven Car Services booking portal,NCR,Edelweiss Private Equity,Private Equity,9000000.0
1131,1132,2016-12-07,WealthApp,Consumer Internet,Online Investment Advisory platform,Bengaluru,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed Funding,440000.0
1132,1133,2016-12-07,Vehico,Technology,Connected Transportation solutions,Bengaluru,"Calcutta Angel Network, Appliyifi",Seed Funding,
1133,1134,2016-12-08,Zest Money,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,6500000.0
1134,1135,2016-12-08,GoMechanic,Consumer Internet,Online Car servicing Booking platform,NCR,Venture Catalysts,Seed Funding,250000.0
1135,1136,2016-12-09,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,NCR,Kalaari Capital,Private Equity,6000000.0
1136,1137,2016-12-09,Nykaa,eCommerce,Beauty Products etailer,Mumbai,Max Ventures and Industries,Private Equity,
1137,1138,2016-12-09,Wittyparot,Technology,Content Management & Productivity platform,Bengaluru,Mumbai Angels,Seed Funding,450000.0
1138,1139,2016-12-09,NeuroEquilibrium,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed Funding,250000.0
1139,1140,2016-12-12,Xseed Education,Technology,Education & learning Tech platform,Bengaluru,Verlinvest SA,Private Equity,10000000.0
1140,1141,2016-12-12,Rupaiya Exchange,Consumer Internet,P2P Lending platform,NCR,Undisclosed Investors,Seed Funding,200000.0
1141,1142,2016-12-12,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,NCR,RoundGlass Partners,Private Equity,2000000.0
1142,1143,2016-12-12,UrbanPiper,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,Bengaluru,"Axilor, undisclosed investors",Seed Funding,
1143,1144,2016-12-12,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,NCR,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,2000000.0
1144,1145,2016-12-13,Indifi,Consumer Internet,Online lending platform,NCR,Omidyar Network,Private Equity,10000000.0
1145,1146,2016-12-13,GoComet,Logistics,Marketplace for International Freight,Mumbai,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",Seed Funding,
1146,1147,2016-12-13,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,NCR,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000.0
1147,1148,2016-12-14,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,NCR,"FiNC, GHV",Seed Funding,
1148,1149,2016-12-14,Qacco,Consumer Internet,Hotel Booking platform,NCR,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,150000.0
1149,1150,2016-12-14,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,NCR,Mumbai Angels,Seed Funding,1000000.0
1150,1151,2016-12-14,MoEngage,Technology,User analytics and engagement platform,Bengaluru,Anand Chandrasekaran,Seed Funding,
1151,1152,2016-12-14,Ten3t Health,Technology,medical grade wearable patch maker,Bengaluru,"V. Krishna Prasad, Bhupen Shah & Others",Seed Funding,
1152,1153,2016-12-14,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,297000.0
1153,1154,2016-12-15,SERVxe2x80x99D,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,100000.0
1154,1155,2016-12-15,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,10000000.0
1155,1156,2016-12-15,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,35000000.0
1156,1157,2016-12-15,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000.0
1157,1158,2016-12-16,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,23000000.0
1158,1159,2016-12-16,TripShelf,Consumer Internet,Holiday Packages provider,NCR,"GEMS Advisory, Quarizon",Seed Funding,123000.0
1159,1160,2016-12-19,Events High,Consumer Internet,Events & Activities Marketplace,Bengaluru,Axilor Ventures,Private Equity,
1160,1161,2016-12-19,NoBroker,Consumer Internet,Rental property search portal,Bengaluru,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000.0
1161,1162,2016-12-20,VivoCarat,eCommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,50000.0
1162,1163,2016-12-20,Tiyo,Consumer Internet,Doctor Search Mobile App,Kolkata,Ajith Nair,Seed Funding,
1163,1164,2016-12-20,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Bengaluru,Cyber Carrier CL,Private Equity,
1164,1165,2016-12-20,BYJUxe2x80x99s,Consumer Internet,Online Learning platform,Bengaluru,International Financial Corporation,Private Equity,15000000.0
1165,1166,2016-12-21,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",Seed Funding,
1166,1167,2016-12-21,The BlueBook,Consumer Internet,online to offline marketing platform,Bengaluru,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed Funding,500000.0
1167,1168,2016-12-21,MamaEarth,eCommerce,Babycare Products seller,NCR,Fireside Ventures & Others,Seed Funding,
1168,1169,2016-12-21,Vegetall,eCommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding,162000.0
1169,1170,2016-12-22,Innoplexus,Technology,Data as a Service Provider,Pune,HCS Venture capital fund,Private Equity,
1170,1171,2016-12-22,Mindler,Consumer Internet,Career Planning & Assessment platform,NCR,Taxmann,Seed Funding,324000.0
1171,1172,2016-12-22,MCaffeine,eCommerce,Personal care product etailer,Bengaluru,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding,300000.0
